#Name	ID	GM	Radius(km)	inertia	k2	k2r	td	J2	C21	C22	S21	S22	TidalDelayFactor	Geopotential	Ring	x	y	z	vx	vy	vz	alpha	delta	w	period(h)	xx	xy	xz	zx	zy	zz	wx	wy	wz
Tisiphone	A466	3.376358787991753e7	47.7475	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.557639964654039E11	4.003860699701219E11	-3.199736349664962E10	-1.28885069798251E4	-9.89878731014281E3	-5.422167871604183E3	270	68.5	0	8.834									
Argentina	A469	1.636006892415093e8	66.859	0.36	0	0	0	0	0	0	0	0	1	0	0	5.51618914477268E11	5.922761723013049E8	4.90301289248594E10	-2.44021461939792E2	1.381027472814139E4	2.569457132876583E3	270	68.5	0	17.5727									
Papagena	A471	4.554349791892804e8	74.064	0.36	0	0	0	0	0	0	0	0	1	0	0	9.13510910074029E10	-4.457605656817672E11	-3.678377837088278E10	1.449831783788926E4	7.128991982601008E3	-3.663798655652092E3	270	68.5	0	7.113									
Hedwig	A476	4.183962649174161e8	69.2465	0.36	0	0	0	0	0	0	0	0	1	0	0	-8.41586927605387E10	-3.594494789286688E11	-3.518871969202467E10	1.886475015553214E4	-3.999232495863366E3	3.276226260009294E3	270	68.5	0	27.33									
Emita	A481	6.383065491035245e7	50.9145	0.36	0	0	0	0	0	0	0	0	1	0	0	2.361230086033485E11	-3.466894426360082E11	-6.141753760012507E10	1.247842938006019E4	1.202550645202699E4	-1.180752076327368E3	270	68.5	0	14.412									
Genua	A485	2.057704581130424e7	31.94	0.36	0	0	0	0	0	0	0	0	1	0	0	4.100697018066669E11	-1.703616683858838E11	6.520779504325445E10	3.962445077655254E3	1.547443587978771E4	-3.476403289867293E3	270	68.5	0	17.59									
Kreusa	A488	3.566488834281307e8	84.0585	0.36	0	0	0	0	0	0	0	0	1	0	0	5.284930154340321E11	1.881810890470391E10	-1.069177703261296E11	-1.788666387126227E3	1.433875417675324E4	6.138221886958588E2	270	68.5	0	32.645									
Comacina	A489	1.290541812072653e8	69.695	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.756961105111192E11	4.208012687785658E11	-8.57340096674745E10	-1.553831319585995E4	-6.624603310420445E3	2.27878464606359E3	270	68.5	0	9.02									
Veritas	A490	6.399026713750671e7	59.4015	0.36	0	0	0	0	0	0	0	0	1	0	0	1.065446156133303E11	4.27361781353946E11	-7.018504477749725E10	-1.678826169752664E4	5.594387804258028E3	-8.45223174943886E2	270	68.5	0	7.93									
Carina	A491	4.051047789301053e7	45.588	0.36	0	0	0	0	0	0	0	0	1	0	0	4.372116527920662E11	6.683286539006017E10	-3.411487850404892E10	-4.047162142697685E3	1.646988291089106E4	-5.524891224995672E3	270	68.5	0	14.836									
Tokio	A498	7.250295915334389e7	40.915	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.34035547114074E11	-1.26259002917212E11	7.48468312020097E10	6.72914617426269E3	-1.416573206079496E4	-7.988080972905445E2	270	68.5	0	41.85									
Evelyn	A503	3.681026227854509e7	40.84	0.36	0	0	0	0	0	0	0	0	1	0	0	3.186749212339345E11	-3.43908843303729E11	-3.699813775845652E10	1.035555891687576E4	1.142112315436707E4	-4.946403965504786E2	270	68.5	0	38.78									
Cava	A505	5.128222618956697e7	57.5	0.36	0	0	0	0	0	0	0	0	1	0	0	3.459676297529955E11	-1.006839545146159E11	-5.973611446581022E10	8.59353632771051E2	1.98266143978855E4	-2.101064486632649E2	270	68.5	0	8.1789									
Marion	A506	8.55255344766574e7	52.97	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.165954811970932E11	-4.331859132790714E11	-1.384968133218552E11	1.277517567234977E4	-8.50588437418379E3	1.075021917798015E3	270	68.5	0	13.546									
Princetonia	A508	1.166231274827e8	58.6205	0.36	0	0	0	0	0	0	0	0	1	0	0	1.096049359816296E11	-4.4537052341562E11	-9.3532714284778E10	1.628073401876605E4	4.186096867605137E3	-2.013286811580129E3	270	68.5	0	52.8									
Davida	A511	3.894483148170566e9	135.1635	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.935868449500852E10	-5.570105930997324E11	5.895713835856351E10	1.33885277808244E4	-1.380884261927152E3	-3.520597405700512E3	270	68.5	0	5.1297									
Armida	A514	8.45902437262013e7	60.0465	0.36	0	0	0	0	0	0	0	0	1	0	0	3.884532630993061E11	1.912812958070297E11	2.620938741311578E10	-7.851904675003299E3	1.602833536595109E4	-5.493147519076221E2	270	68.5	0	21.851									
Amherstia	A516	2.539787798183031e7	32.572	0.36	0	0	0	0	0	0	0	0	1	0	0	4.518805841026357E11	-6.051212941083507E9	5.197146423848177E10	3.658116349376279E3	1.501604596266919E4	3.401073425342683E3	270	68.5	0	7.4842									
Edith	A517	7.918434705924929e7	55.945	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.084127486708591E11	3.160069041219387E11	-1.558274173155676E10	-1.482006554113252E4	-9.94174993854228E3	-8.734657811216E2	270	68.5	0	9.2747									
Brixia	A521	6.989254549807052e7	53.6135	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.596593097677385E11	1.915677916945136E11	6.685015329523276E10	-1.221325323227734E4	-1.289048447300805E4	2.281122311954397E3	270	68.5	0	28.479									
Herculina	A532	7.916356440089194e8	83.8955	0.36	0	0	0	0	0	0	0	0	1	0	0	5.735449871429134E10	4.109618979806624E11	-5.276746481137725E10	-1.70456767689988E4	-1.667753569231903E2	4.767509847591786E3	270	68.5	0	9.405									
Montague	A535	2.713637127712464e7	39.6495	0.36	0	0	0	0	0	0	0	0	1	0	0	2.331583112867768E11	-3.141403478267945E11	-3.1040054187925E10	1.45668614483071E4	1.075324075385379E4	-1.61140610732128E3	270	68.5	0	10.2482									
Merapi	A536	1.225858603257249e8	73.533	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.157344046491538E11	4.699422021432921E11	1.491520303492914E11	-1.392086108760514E4	-5.996716099649804E3	3.153899862832447E3	270	68.5	0	8.791									
Messalina	A545	8.75437667411123e7	56.3155	0.36	0	0	0	0	0	0	0	0	1	0	0	1.125218511468321E11	-3.750888924865199E11	-5.682514496129455E10	1.876131529053985E4	5.875282632087648E3	2.624804629935198E3	270	68.5	0	7.2									
Praxedis	A547	1.475076641537827e7	26.231	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.700922943223743E11	-4.028669115448741E11	9.99067412279089E10	1.333809134697687E4	-5.735925084704727E3	2.624068664415239E3	270	68.5	0	9.105									
Peraga	A554	7.146856096052214e7	47.935	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.623002465882254E10	3.050667028444002E11	5.200458348297358E9	-2.207202988674761E4	-8.55605843098445E2	-1.041366052803849E3	270	68.5	0	13.7128									
Stereoskopia	A566	7.627766229865946e8	83.6905	0.36	0	0	0	0	0	0	0	0	1	0	0	2.916110564946629E11	-3.819125873691311E11	-3.014481193590452E10	1.245780714760594E4	1.152472272587286E4	-8.95069600806349E2	270	68.5	0	12.103									
Cheruskia	A568	3.576524502034874e7	35.612	0.36	0	0	0	0	0	0	0	0	1	0	0	-6.341068599795294E10	3.605989774031085E11	-6.035115240765881E10	-1.919427193671513E4	-2.371532658204055E3	-5.727588120922228E3	270	68.5	0	13.209									
Misa	A569	2.497734801355365e7	36.475	0.36	0	0	0	0	0	0	0	0	1	0	0	3.503238647156693E10	-4.674250381257921E11	-4.876533598984444E9	1.515620161442503E4	1.763042524982823E3	3.116544952757572E2	270	68.5	0	11.595									
Semiramis	A584	1.742333607314559e7	27.005	0.36	0	0	0	0	0	0	0	0	1	0	0	2.328151606288668E11	-1.591669932887524E11	3.676272677289245E10	1.020208748905327E4	2.110362571781434E4	2.746895783657086E3	270	68.5	0	5.068									
Bilkis	A585	4.261838218546588e6	24.8805	0.36	0	0	0	0	0	0	0	0	1	0	0	1.744509101626884E11	3.0649021234388E11	-4.05112447353445E10	-1.8058034304475E4	7.306233949033791E3	-9.88158504286918E2	270	68.5	0	8.577									
Irmgard	A591	7.018840840008416e6	25.93	0.36	0	0	0	0	0	0	0	0	1	0	0	4.023745222203626E11	-2.126266917286857E11	-3.975690732532513E9	9.34332505448181E3	1.234350909124665E4	3.35601961529864E3	270	68.5	0	7.35									
Titania	A593	1.935335776122607e7	35.0725	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.721010403575415E11	-3.37656019876958E11	5.561511513421373E10	9.87665990105169E3	-1.295891693863003E4	-3.845986269931127E3	270	68.5	0	9.8968									
Polyxena	A595	1.007524831794506e8	45.3235	0.36	0	0	0	0	0	0	0	0	1	0	0	4.410979482273527E11	-1.04433221789207E11	-9.01681187228117E10	5.28919707627666E3	1.588746675802601E4	3.964085749102807E3	270	68.5	0	11.801									
Scheila	A596	3.924424114663306e8	79.863	0.36	0	0	0	0	0	0	0	0	1	0	0	1.402668485146618E11	4.885525792913461E11	7.299987047689411E9	-1.383521923734061E4	3.581659011138678E3	3.729866839591514E3	270	68.5	0	15.848									
Octavia	A598	4.127587401866906e7	39.1185	0.36	0	0	0	0	0	0	0	0	1	0	0	1.820566244132887E11	-3.284932496534108E11	-3.724819582120272E10	1.390027341926523E4	1.336699446841606E4	-3.108853734637745E3	270	68.5	0	10.8903									
Luisa	A599	4.540370935878464e7	35.1245	0.36	0	0	0	0	0	0	0	0	1	0	0	2.914915398258979E11	8.43406665754522E10	-4.362293576689705E10	-2.288965592332143E3	2.25604181594093E4	5.287530785971131E3	270	68.5	0	9.566									
Marianna	A602	1.022981657727757e8	55.222	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.036553333680144E11	-3.587872884378503E11	-1.36699556135606E11	1.063678060624631E4	-8.81208871206072E3	-7.497810049093024E2	270	68.5	0	35.195									
Tekmessa	A604	2.083598550235154e7	32.268	0.36	0	0	0	0	0	0	0	0	1	0	0	2.790500372515267E11	2.470550168551274E11	1.412295772707797E10	-1.373088293944642E4	1.537315965875651E4	1.391211472811464E3	270	68.5	0	5.5596									
Elfriede	A618	1.12987960608113e8	65.646	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.507245773332492E11	2.28645894401541E11	1.028122219352684E11	-6.333234463173376E3	-1.364140690813377E4	3.322247567619339E3	270	68.5	0	14.791									
Chimaera	A623	4.53908569691557e6	22.045	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.515456480970752E11	9.02152677691068E10	-5.49101591316076E10	-6.178436168650103E3	-1.762762909365059E4	-3.981111216377248E3	270	68.5	0	14.635									
Notburga	A626	3.149302172470191e7	36.618	0.36	0	0	0	0	0	0	0	0	1	0	0	1.395494788382493E10	-3.694985164755921E11	-1.638440764271212E11	1.685127927071536E4	3.47355162308502E3	4.05378965035499E3	270	68.5	0	19.353									
Vundtia	A635	4.899431651228734e7	47.2075	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.943854257906961E11	2.616797445841294E11	-5.575255471456012E10	-1.039758378542259E4	-1.271331813407901E4	2.350660814482027E3	270	68.5	0	11.79									
Zelinda	A654	8.19435407279691e7	80.368	0.36	0	0	0	0	0	0	0	0	1	0	0	9.8917118759452E10	-3.962969341919713E11	1.298163389410627E10	1.533638971453237E4	1.739290416156403E3	5.044454062989622E3	270	68.5	0	31.735									
Gerlinde	A663	8.84662467437989e7	53.8975	0.36	0	0	0	0	0	0	0	0	1	0	0	2.445633182500254E11	-3.919633624696282E11	1.390682385221232E11	1.436062075133281E4	6.941413453334117E3	2.35616736140522E3	270	68.5	0	10.251									
Denise	A667	7.702632723164109e7	44.315	0.36	0	0	0	0	0	0	0	0	1	0	0	4.068109162442232E11	-3.504302885080681E11	6.193966228558468E10	7.564120353181048E3	1.077136040119508E4	-6.183766178102273E3	270	68.5	0	12.687									
Rachele	A674	4.455867204563532e7	48.0855	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.158564604416092E11	1.845326581669973E11	8.76566000810153E10	-1.225135099079723E4	-1.592347032848335E4	4.978759823208235E2	270	68.5	0	30.982									
Ludmilla	A675	4.704721015922859e7	38	0.36	0	0	0	0	0	0	0	0	1	0	0	8.60707047314299E10	-4.549572273406329E11	2.394158709723725E10	1.466252562303604E4	5.621939762398187E3	2.404868645572966E3	270	68.5	0	7.717									
Genoveva	A680	3.655168275384125e7	41.96	0.36	0	0	0	0	0	0	0	0	1	0	0	3.905636061194717E11	-2.612323322818531E10	-8.69911588072443E10	6.73607998458742E3	1.799541575545351E4	3.043401909966797E3	270	68.5	0	11.089									
Lanzia	A683	5.382658599037188e7	41.52	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.462530643042482E10	4.63404643461397E11	-3.170476376829845E10	-1.60025183506204E4	-1.65511202903202E3	-5.186469007444983E3	270	68.5	0	8.63									
Wratislavia	A690	1.159743591591917e8	67.325	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.259195324941699E9	4.395962999249347E11	-2.555880563311973E10	-1.729195088129024E4	2.856260160371142E3	-3.471691855542427E3	270	68.5	0	8.64									
Lehigh	A691	2.296684790859951e7	39.7255	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.72664409020514E11	7.811177620212424E10	1.09292842561182E11	-3.681727044343508E3	-1.526492030329443E4	7.588317218657319E2	270	68.5	0	12.891									
Ekard	A694	2.287717294374413e7	60.9455	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.303558404300363E11	-2.774438021604651E11	-2.261503009842477E10	1.37934933866529E4	-8.56747514106923E3	4.564850345878535E3	270	68.5	0	5.925									
Leonora	A696	3.03791567029432e7	40.79	0.36	0	0	0	0	0	0	0	0	1	0	0	3.733141794727656E11	-5.702164461915269E10	6.884543835477889E10	-9.17672065397448E2	2.009414380352131E4	2.118882975319208E3	270	68.5	0	26.8964									
Alauda	A702	7.503286053328918e8	95.49	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.382485481831293E11	-9.97363434757508E10	-1.670349010382326E11	4.326183215977584E3	-1.607822284435038E4	-5.585080685366007E2	270	68.5	0	16.7072									
Interamnia	A704	2.830409639329986e9	153.1565	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.040351669313354E11	-4.4453756830504E11	-8.78016412620679E10	1.422655298115665E4	-5.193652121824924E3	4.059059523234195E3	270	68.5	0	8.727									
Erminia	A705	1.754331018293724e8	66.1305	0.36	0	0	0	0	0	0	0	0	1	0	0	4.037952363857978E11	-1.758179895175238E11	-9.21267120126102E10	6.75611122016831E3	1.408567302572299E4	6.398445932173526E3	270	68.5	0	53.96									
Fringilla	A709	5.351353799113049e7	47.5865	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.462914852993687E10	4.350724863800119E11	9.99132536913567E10	-1.672352601295065E4	1.620715613388067E3	-2.437296072451043E3	270	68.5	0	52.4									
Boliviana	A712	5.651300951013404e7	62.0625	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.060008079808447E11	-4.340576789854946E11	4.328121942104565E10	1.5343296347462E4	-1.911018734423392E3	2.978569445848276E3	270	68.5	0	11.7426									
Luscinia	A713	5.000238640120034e7	48.984	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.102947022828045E11	-4.320884921946011E11	2.658349493208253E10	1.373344626510386E4	-6.551521899644461E3	2.472168523017754E3	270	68.5	0	9.9143									
Marghanna	A735	3.393042254462196e7	33.988	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.894487611300192E11	1.670275712159581E11	1.382016263657735E11	-5.819147205700932E3	-1.16549035864146E4	-1.352945199150724E3	270	68.5	0	20.625									
Mandeville	A739	5.335055096977497e7	52.2585	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.038024813645205E11	-2.803880110234264E11	1.296846777973315E11	1.467608831257251E4	-1.341973040470342E4	-9.17700352116635E1	270	68.5	0	23.92									
Cantabia	A740	5.161296871235622e7	45.45	0.36	0	0	0	0	0	0	0	0	1	0	0	4.201877608016607E9	-4.613936508911953E11	3.819807176111073E10	1.649777695258163E4	-1.97743054416709E3	-2.665611985576528E3	270	68.5	0	64.453									
Winchester	A747	3.998796792858636e8	85.855	0.36	0	0	0	0	0	0	0	0	1	0	0	2.70613546854601E11	9.33272873449034E10	-8.7948284515805E10	-1.104504768738971E4	2.146358231247211E4	-1.785117736137406E3	270	68.5	0	9.4146									
Faina	A751	6.895499070546417e7	56.8495	0.36	0	0	0	0	0	0	0	0	1	0	0	1.393319688454E11	-3.390796690669356E11	-5.66166336865551E10	1.573519447674506E4	1.029124955658932E4	-3.763182221377352E3	270	68.5	0	23.678									
Sulamitis	A752	2.468012097771742e7	30.0855	0.36	0	0	0	0	0	0	0	0	1	0	0	3.73304804346492E11	-4.120869091278499E10	-3.922252566592524E10	7.297819209888104E2	1.843124379176752E4	8.28614430486523E1	270	68.5	0	27.367									
Massinga	A760	3.051952351518259e7	35.645	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.650021519408655E10	4.226537424574185E11	8.01091559823864E10	-1.75309759648731E4	-4.434043965198884E3	-2.695022189208232E3	270	68.5	0	10.72									
Pulcova	A762	1.845350200240485e8	73.6715	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.377480919014767E11	2.621202925913464E11	-2.720488148695192E10	-1.105303302289198E4	-1.419671150130513E4	-4.008179274945038E3	270	68.5	0	5.839									
Tatjana	A769	5.623365026909471e7	48.36	0.36	0	0	0	0	0	0	0	0	1	0	0	2.25891045020945E11	4.671925294443433E11	2.88472087757625E10	-1.24395528991665E4	8.50373668052371E3	1.864626036160967E3	270	68.5	0	35.08									
Tanete	A772	7.788157623820905e7	63.2365	0.36	0	0	0	0	0	0	0	0	1	0	0	2.857112578515943E11	-2.911773298683156E11	-2.118027002039195E11	1.182694020638638E4	1.146930992990266E4	-3.09724483416404E3	270	68.5	0	17.258									
Irmintraud	A773	5.155801487768097e7	45.836	0.36	0	0	0	0	0	0	0	0	1	0	0	4.026510742656031E11	4.425425336686593E10	8.3834584045614E10	-1.4198491251109E3	1.765395939571639E4	3.947098856309216E3	270	68.5	0	6.7514									
Berbericia	A776	3.101045298646188e8	75.8555	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.563142622872282E11	9.93888705144608E10	1.531534598519974E11	-4.827159420121526E3	-1.466640075085392E4	7.399910297339877E2	270	68.5	0	7.668									
Theobalda	A778	9.23545385203315e6	27.6585	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.446240083515345E11	-2.056196317264283E10	-6.884300578644882E10	-2.858869192384271E3	-1.70898925653573E4	-3.703264496136415E3	270	68.5	0	11.659									
Armenia	A780	2.549091917238285e8	63.1315	0.36	0	0	0	0	0	0	0	0	1	0	0	3.866076862705403E11	-1.797502190718537E11	-2.546459040082894E10	6.337698563624728E3	1.615763194450742E4	-5.834943599951712E3	270	68.5	0	19.891									
Pickeringia	A784	2.38546655249894e7	37.798	0.36	0	0	0	0	0	0	0	0	1	0	0	1.098247911056553E11	5.517698629961959E11	1.098332242883245E11	-1.306802459486628E4	1.994769857572295E3	1.163156876882582E3	270	68.5	0	13.144									
Bredichina	A786	8.76091499794057e7	54.1545	0.36	0	0	0	0	0	0	0	0	1	0	0	1.11000725450568E11	-4.099405242819209E11	-2.90280735410684E10	1.777513570969442E4	2.544479646206077E3	-4.618417938555379E3	270	68.5	0	29.434									
Hohensteina	A788	7.943523873924457e7	55.6475	0.36	0	0	0	0	0	0	0	0	1	0	0	3.860309699003518E11	3.459572247052782E11	-9.11224212391519E10	-1.00566808535486E4	1.061598466367495E4	-2.635548721184043E3	270	68.5	0	37.137									
Pretoria	A790	2.2617806351891e8	85.185	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.168758908406644E11	3.490465997207612E11	-1.883847916706012E11	-7.708417477129446E3	-1.184270387118753E4	-1.398786440312982E3	270	68.5	0	10.37									
Ani	A791	9.4523261147839e7	58.4325	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.983137427250598E11	4.51782286267577E11	-1.889252872863432E10	-1.241583595818238E4	-5.970509640656125E3	3.922821720684011E3	270	68.5	0	11.174									
Hispania	A804	1.144887090088419e8	68.976	0.36	0	0	0	0	0	0	0	0	1	0	0	-5.37953162375358E10	4.346963766233954E11	1.140469865303746E11	-1.649677322683578E4	3.598226346416452E2	-8.51184243716057E2	270	68.5	0	14.845									
Tauris	A814	2.576583572172222e7	51.1145	0.36	0	0	0	0	0	0	0	0	1	0	0	1.946167411195164E11	2.565120675388684E11	-7.631401545795506E10	-1.489531400602353E4	1.607688879144285E4	6.09872767928398E3	270	68.5	0	18.03									
Ara	A849	4.266031332123283e7	40.378	0.36	0	0	0	0	0	0	0	0	1	0	0	3.539112326207266E11	3.355511906655008E11	1.571916199231265E10	-8.00981996900024E3	1.30866272775993E4	-5.193499354640228E3	270	68.5	0	4.116									
Helio	A895	8.4954403312131e7	54.784	0.36	0	0	0	0	0	0	0	0	1	0	0	4.153180784225812E11	-1.221462064802846E11	2.081941346962995E11	1.878305859339034E3	1.6441880939815E4	1.876906569996626E2	270	68.5	0	9.347									
Ulla	A909	1.778108851246044e7	58.22	0.36	0	0	0	0	0	0	0	0	1	0	0	-5.703011431320171E11	-1.08366541926183E10	1.091230460506264E11	4.350164392665767E2	-1.38812550759845E4	3.854747790131262E3	270	68.5	0	8.7155									
Palisana	A914	1.995440548867652e7	38.095	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.046104775056112E11	-2.949206062791906E11	-1.364724059598196E10	1.964024363656868E4	-3.818547577632215E3	9.41661725760119E3	270	68.5	0	8.68113									
Anacostia	A980	2.846552123658798e7	37.3395	0.36	0	0	0	0	0	0	0	0	1	0	0	-8.80323262552876E10	4.066145999811068E11	8.34640624526886E9	-1.707796290385349E4	9.89486512013382E1	-4.66472537497924E3	270	68.5	0	20.117									
Christa	A1015	6.625938344941463e7	41.175	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.010699371799392E11	-3.193406090257106E11	8.45508691503728E10	9.52165046469843E3	-1.205472520793792E4	-3.303424947478589E2	270	68.5	0	11.23									
Flammario	A1021	3.597048808678125e7	50.3825	0.36	0	0	0	0	0	0	0	0	1	0	0	1.817453150597019E11	2.151575273384069E11	-7.32290142619271E10	-1.74738831061828E4	1.652110002786767E4	2.416099084431102E3	270	68.5	0	12.16									
Ganymed	A1036	9.4754370418445e6	18.8375	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.057916019191396E11	2.873752440462163E11	-2.358611423649672E11	-1.062352186803273E4	-5.970415594363503E3	-6.948249667398088E2	270	68.5	0	10.297									
Freda	A1093	6.17749871216572e7	58.365	0.36	0	0	0	0	0	0	0	0	1	0	0	1.076775394778861E11	5.101576317585716E11	9.313957891782E10	-1.235790407707426E4	5.1227532085191E3	6.17175649312541E3	270	68.5	0	19.67									
Lictoria	A1107	5.79656022572985e7	39.5395	0.36	0	0	0	0	0	0	0	0	1	0	0	4.35863832986133E11	-2.74081183907741E11	-3.832793566536867E10	6.735261322055555E3	1.366402629896116E4	-1.387423447688622E3	270	68.5	0	8.5616									
Rusthawelia	A1171	5.864684505563696e7	41.1145	0.36	0	0	0	0	0	0	0	0	1	0	0	-5.09770118272986E11	7.068743050558922E10	2.077825115511141E10	-4.81036182260904E3	-1.461264586271199E4	6.393759123663731E2	270	68.5	0	10.98									
Mashona	A1467	4.27831986682855e7	44.58	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.136089555637134E11	-4.167919464179922E11	-1.661690469117113E11	1.710793494954923E4	-3.448770845388938E3	2.623648397507836E3	270	68.5	0	9.76									
Eris	N01	1.093500568177002e12	1163	0.36	0.3	0.3	0	0.0002	0	0.00002	0	0	1	0	0	1.322247514496307E13	4.602024776885267E12	-3.903660149026112E12	-3.407054234225236E2	1.674252904927104E3	1.504354534382026E3	36.17	44.51	0	349.44	3.063786165387245E-1	3.641886821325221E-1	-8.79487775432039E-1	5.756713143347096E-1	6.649334318370649E-1	4.758845123320707E-1	2.651994535978006E-6	3.063206015806532E-6	2.192298086031413E-6
Dysnomia	N01S1	2.118771929817051E10	350	0.36	0.05	0.05	0	0.0003	0	0.0001	0	0	1	0	0	1.322248631424464E13	4.602038755569224E12	-3.903693192009636E12	-4.713714122978737E2	1.785998241547294E3	1.506280591592981E3	36.17	44.51	0	378.861576	-3.064150040234438E-1	-3.641593832050805E-1	8.79487230682179E-1	5.75667300123413E-1	6.649358022232001E-1	4.75886056205065E-1	2.652036496029601E-6	3.063286821725795E-6	2.192355195754107E-6
Haumea	N02	2.660284750386655E11	798	0.36	0	0	0	0.1987	0	0.0399	0	0	1	0	0	-6.881038762911301E12	-7.664294087289194E11	3.348871473924744E12	8.3537950459735E2	-3.583996912453284E3	6.367804136504121E2	282.6	-12	0	3.915341	1.042140235230819E-1	2.144764416570423E-1	9.71153588921572E-1	2.141444070026306E-1	-9.58405713050912E-1	1.886813773027545E-1	9.54594799004493E-5	-4.272254114288325E-4	8.41043271511598E-5
Hiʻiaka	N02S1	1.205841747999338E9	160	0.36	0	0	0	0.03	0	0	0	0	1	0	0	-6.881000335913187E12	-7.66414448541903E11	3.34889589755813E12	7.908798654275867E2	-3.581147369561135E3	6.982399659419369E2	105	-12	0	9.79736	8.99007433104135E-1	1.567563879974016E-1	-4.089169476134862E-1	3.334112414858678E-1	-8.50399363508324E-1	4.070108924776947E-1	5.939512016292547E-5	-1.514924421930052E-4	7.250600536859606E-5
Namaka	N02S2	1.363590446739828E8	85	0.36	0	0	0	0.03	0	0.005	0	0	1	0	0	-6.881052829779182E12	-7.664224887935528E11	3.348890067858368E12	7.420737730640056E2	-3.618179594686346E3	5.966023920379431E2	96.7364	-11.9141	-55	293.168	2.61340473450039E-1	-3.958651983599117E-1	-8.8033624352538E-1	1.424228084024755E-1	-8.86235188514484E-1	4.407980652015716E-1	5.616827928898486E-7	-3.540245863383476E-6	1.756772550093048E-6
Sedna	N03	6.698077007722581e10	530	0.36	0	0	0	0.02	0	0	0	0	1	0	0	9.2665968196547E12	9.55530156004385E12	-2.780867329709811E12	-3.917250093932275E3	1.549169796881361E3	2.156051808257835E2	270	68.5	0	10.273									
Makemake	N04	1.539138651962239e11	730	0.36	0	0	0	0.02	0	0	0	0	1	0	0	-6.520314242140316E12	1.716717783401932E12	3.72773897974045E12	-1.217912826829022E3	-3.661266418141617E3	2.91869363972006E2	270	68.5	0	22.8266									
Quaoar	N05	6.859536210371598e10	555	0.36	0	0	0	0.0363	0	0	0	0	1	0	0	-2.50929986284343E12	-5.959144762094658E12	7.718467892667617E11	4.219022749826747E3	-1.55611458412261E3	3.075828282321273E2	270	68.5	0	8.8394									
84522	N06	1.02344308339591e11	520	0.36	0	0	0	0	0	0	0	0	1	0	0	6.586384841651542E12	3.225213537473247E12	2.00517893715062E11	-2.715849287245327E3	2.610421240753689E3	2.444244982298363E3	270	68.5	0	56.1									
Orcus	N07	4.220083562982952e10	387	0.36	0	0	0	0	0	0	0	0	1	0	0	-5.257817054584238E12	4.293273664918628E12	-2.012096066069295E12	-2.457955673103335E3	-2.84265934934389E3	-8.95682458356496E2	270	68.5	0	13.188									
Varuna	N08	2.464463515507157e10	323	0.36	0	0	0	0	0	0	0	0	1	0	0	-9.66747357493695E11	6.357849222686047E12	4.673823660664077E10	-4.32085113695101E3	-4.190419904434243E2	1.341102359308682E3	270	68.5	0	6.3436									
55637	N09	8.34341220421456e9	225	0.36	0	0	0	0	0	0	0	0	1	0	0	6.031481460061114E12	2.256558051945325E12	1.630802413219015E11	-2.04434987661518E3	3.74272654701887E3	-1.500925131934946E3	270	68.5	0	14.382									
Ixion	N10	2.026109133957118e10	303	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.863850674858508E12	-5.854375130075955E12	2.872261955645936E11	3.917249187986504E3	-9.29618613768211E2	-1.429106972572874E3	270	68.5	0	10									
